id	hero	house	levelup	wifenum	idiom	word	posx	posy	answer	
152	5	5	13	4	天理难容,井然有序,理所当然,有恃无恐,无所不为,刻苦耐劳,刻不容缓,乌合之众,不贪为宝,宝刀不老,劳逸结合	天,井,理,所,当,然,难,有,恃,无,恐,刻,不,容,缓,序,所,苦,不,耐,乌,不,贪,为,宝,劳,逸,结,合,刀,之,不,众,老	2,5,2,3,4,5,2,5,6,7,8,0,1,2,3,5,7,0,7,0,3,5,6,7,8,0,1,2,3,8,3,8,3,8	8,8,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,1,1,0,0	0,1,2,3,5,8,9,10,11,13,14,15,16,17,19,20,21,22,23,26,27,28,29,31,32,33	
153	5	5	13	4	朝不保夕,朝发夕至,至亲骨肉,明哲保身,血肉横飞,飞蛾扑火,天涯海角,异想天开,异香扑鼻,戎马生涯,海阔天高	朝,发,夕,至,不,亲,明,哲,保,身,骨,夕,血,肉,横,飞,蛾,天,异,香,扑,鼻,戎,马,生,涯,想,火,海,阔,天,高,角,开	2,3,4,5,2,5,0,1,2,3,5,2,4,5,6,7,7,3,5,6,7,8,0,1,2,3,5,7,3,4,5,6,3,5	8,8,8,8,7,7,6,6,6,6,6,5,5,5,5,5,4,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0	0,1,3,4,6,8,9,10,12,13,15,16,17,18,19,20,22,23,24,26,28,29,30,32	
154	5	5	13	4	脚踏实地,才疏学浅,疏而不漏,浅斟低唱,踏破铁鞋,铁壁铜墙,铜壶滴漏,滴水穿石,挥金如土,拱手相让,点石成金,寸土不让	脚,才,疏,学,浅,踏,破,铁,鞋,而,斟,实,壁,不,低,地,铜,壶,滴,漏,唱,墙,水,穿,挥,拱,点,石,成,金,手,如,相,寸,土,不,让	0,4,5,6,7,0,1,2,3,5,7,0,2,5,7,0,2,3,4,5,7,2,4,4,6,8,3,4,5,6,8,6,8,5,6,7,8	8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,4,4,3,3,3,2,2,2,2,2,1,1,0,0,0,0	0,1,2,3,5,6,7,9,10,11,12,13,14,16,17,18,20,22,23,24,25,26,28,29,32,33,34,36	
155	5	5	13	4	胡言乱语,言无不尽,语重心长,筋疲力尽,疲惫不堪,空谷足音,数不胜数,数见不鲜,情深义重,情同手足,言不及义	胡,言,乱,语,无,重,不,心,筋,疲,力,尽,长,空,惫,谷,数,不,胜,数,情,同,手,足,堪,见,深,音,言,不,及,义,鲜,重	2,3,4,5,3,5,3,5,0,1,2,3,5,8,1,8,0,1,2,3,5,6,7,8,1,3,5,8,2,3,4,5,3,5	8,8,8,8,7,7,6,6,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0	0,1,3,4,5,6,7,8,9,10,13,14,15,16,17,18,20,21,23,25,26,28,29,30,32,33	
156	5	5	13	4	栉风沐雨,狂风暴雨,自吹自擂,雨打风吹,触景生情,大打出手,大吹大擂,大步流星,丑态百出,流水无情	栉,狂,风,暴,雨,沐,自,雨,打,风,吹,自,触,大,吹,大,擂,景,打,步,生,丑,态,百,出,流,水,无,情,手,星	3,2,3,4,5,3,6,3,4,5,6,6,8,3,4,5,6,8,3,5,8,0,1,2,3,5,6,7,8,3,5	8,7,7,7,7,6,6,5,5,5,5,4,4,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0	0,1,3,4,5,6,7,8,9,11,12,13,15,16,18,19,20,21,22,24,25,26,28	
157	5	5	13	4	莫名其妙,莫逆之交,交口称赞,口不择言,灵机一动,灵丹妙药,赞不绝口,绝处逢生,一物不知,触景生情	莫,逆,之,交,名,口,不,择,言,其,称,灵,丹,妙,药,赞,不,绝,口,机,处,一,物,不,知,逢,动,触,景,生,情	2,3,4,5,2,5,6,7,8,2,5,0,1,2,3,5,6,7,8,0,7,0,1,2,3,7,0,5,6,7,8	8,8,8,8,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,2,2,2,2,2	0,1,2,5,6,8,9,10,12,13,14,15,16,17,19,20,21,22,23,25,26,27,28,30	
158	5	5	13	4	风土人情,人声鼎沸,马革裹尸,赴汤蹈火,鼎新革故,扬汤止沸,行尸走肉,走马观花,热火朝天,天崩地裂,旁观者清	风,土,人,情,声,马,赴,鼎,新,革,故,扬,汤,止,沸,裹,蹈,行,尸,走,肉,热,火,朝,天,马,崩,旁,观,者,清,地,花,裂	1,2,3,4,3,5,1,3,4,5,6,0,1,2,3,5,1,4,5,6,7,0,1,2,3,6,3,5,6,7,8,3,6,3	8,8,8,8,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0	0,1,3,4,7,8,9,12,13,14,15,16,18,19,20,21,22,24,25,26,28,29,30,31	
159	5	5	13	4	天下为公,假公济私,独霸一方,独木难支,济济一堂,损人利己,损公肥私,利令智昏,昏天暗地,破烂不堪,天真烂漫,铺天盖地	天,假,独,木,难,支,下,公,霸,为,济,济,一,堂,损,公,肥,私,方,人,利,令,智,昏,破,己,天,真,烂,漫,暗,不,铺,天,盖,地,堪	1,3,5,6,7,8,1,3,5,1,3,4,5,6,0,1,2,3,5,0,0,1,2,3,5,0,3,4,5,6,3,5,0,1,2,3,5	8,8,8,8,8,8,7,7,7,6,6,6,6,6,5,5,5,5,5,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0	0,1,2,3,4,6,7,8,10,11,13,14,15,16,18,20,21,23,24,25,26,27,29,30,31,32,33,34,36	
160	5	5	13	4	一路顺风,针锋相对,大雅之堂,百年树人,开路先锋,树大招风,对簿公堂,公而忘私,数见不鲜,数典忘祖,心口不一	一,针,大,百,开,路,先,锋,雅,年,顺,相,之,树,大,招,风,对,簿,公,堂,人,而,数,典,忘,祖,见,私,心,口,不,一,鲜	3,5,8,0,2,3,4,5,8,0,3,5,8,0,1,2,3,5,6,7,8,0,7,5,6,7,8,5,7,3,4,5,6,5	8,8,8,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,4,4,3,3,3,3,2,2,1,1,1,1,0	1,2,4,5,7,9,10,12,13,15,16,17,19,20,21,22,23,24,25,27,29,31,32	
161	6	5	14	4	差强人意,半真半假,先发制人,不白之冤,不乏其人,须发皆白,假手于人,手到病除,冤家路窄,家破人亡,病从口入	差,强,半,先,不,乏,其,人,真,须,发,皆,白,意,半,制,之,假,手,于,人,冤,家,路,窄,到,破,病,从,口,入,人,除,亡	8,8,0,3,5,6,7,8,0,2,3,4,5,8,0,3,5,0,1,2,3,5,6,7,8,1,6,1,2,3,4,6,1,6	8,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,0,0	0,1,2,3,4,5,6,8,9,11,12,13,14,15,16,18,19,20,22,23,24,25,26,28,29,30,31,32	
162	6	5	14	4	沉思默想,沉鱼落雁,雁过拔毛,风花雪月,争分夺秒,非分之想,鹅毛大雪,分秒必争,争风吃醋,白日做梦,好吃懒做,梦幻泡影	沉,鱼,落,雁,思,过,风,争,默,拔,花,非,分,之,想,鹅,毛,大,雪,夺,月,分,秒,必,争,白,风,日,好,吃,懒,做,醋,梦,幻,泡,影	3,4,5,6,3,6,8,1,3,6,8,0,1,2,3,5,6,7,8,1,8,0,1,2,3,5,3,5,2,3,4,5,3,5,6,7,8	8,8,8,8,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0	0,1,2,4,5,6,7,9,10,11,13,14,15,16,18,19,21,22,24,25,26,27,28,29,30,33,34,35	
163	6	5	14	4	四平八稳,海誓山盟,平分秋色,秋水伊人,头重脚轻,恩重如山,人微言轻,言之有理,嘉言懿行,有口难言,慢条斯理	四,海,平,分,秋,色,头,誓,八,水,恩,重,如,山,稳,伊,脚,盟,人,微,言,轻,之,嘉,有,口,难,言,慢,条,斯,理,懿,行	0,7,0,1,2,3,5,7,0,2,4,5,6,7,0,2,5,7,2,3,4,5,4,7,4,5,6,7,1,2,3,4,7,7	8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,0	0,1,2,3,4,6,7,8,10,11,12,15,16,17,18,20,23,24,26,27,28,29,31,33	
164	6	5	14	4	犯上作乱,用心良苦,上下同心,酸甜苦辣,忆苦思甜,实事求是,心安理得,心狠手辣,郑重其事,是非得失	犯,用,上,下,同,心,作,良,酸,乱,忆,苦,思,甜,苦,实,心,狠,手,辣,郑,重,其,事,安,求,理,是,非,得,失	3,6,3,4,5,6,3,6,8,3,5,6,7,8,8,3,5,6,7,8,0,1,2,3,5,3,5,3,4,5,6	8,8,7,7,7,7,6,6,6,5,5,5,5,5,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0	0,3,4,5,6,7,9,11,12,13,14,17,18,19,21,22,23,24,25,26,27,28,29	
165	6	5	14	4	同心同德,同气连枝,连绵不断,震撼人心,不遗余力,感激不尽,感恩戴德,不屑一顾,一分为二,为国为民	同,气,连,枝,震,撼,人,心,绵,同,不,遗,余,力,感,恩,戴,德,断,激,不,屑,一,顾,尽,分,为,国,为,民,二	3,4,5,6,0,1,2,3,5,3,5,6,7,8,0,1,2,3,5,0,0,1,2,3,0,2,2,3,4,5,2	8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,3,3,3,3,2,2,1,1,1,1,0	0,1,2,4,5,7,8,9,11,12,13,14,15,16,18,19,20,21,22,25,27,28,29,30	
166	6	5	14	4	美中不足,人杰地灵,无可救药,女中豪杰,握手言欢,举手投足,灵丹妙药,妙语连珠,欢欣鼓舞,鼓乐齐鸣,人老珠黄	美,人,无,女,中,豪,杰,可,握,不,地,救,举,手,投,足,灵,丹,妙,药,言,语,欢,欣,鼓,舞,连,乐,人,老,珠,黄,齐,鸣	3,5,8,2,3,4,5,8,1,3,5,8,0,1,2,3,5,6,7,8,1,7,1,2,3,4,7,3,5,6,7,8,3,3	8,8,8,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,2,2,2,2,2,1,0	0,1,2,3,5,6,8,9,10,11,12,13,15,17,18,19,20,21,23,24,25,26,28,29,31,32,33	
167	6	5	14	4	具体而微,微不足道,不一而足,一走了之,晓以利害,奉若神明,天外飞来,天渊之别,别有风味,有害无利,神采飞扬,回味无穷	具,体,而,微,不,不,一,而,足,走,道,了,晓,奉,天,渊,之,别,以,若,外,有,害,无,利,神,采,飞,扬,风,害,明,来,回,味,无,穷	3,4,5,6,6,3,4,5,6,4,6,4,8,0,2,3,4,5,8,0,2,5,6,7,8,0,1,2,3,5,8,0,2,4,5,6,7	8,8,8,8,7,6,6,6,6,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0	0,1,2,4,5,7,8,9,10,11,12,13,14,15,16,18,20,21,22,23,25,26,28,29,30,31,32,33,34,36	
168	6	5	14	4	丰功伟绩,百感交集,集腋成裘,功成名就,名正言顺,取信于民,取义成仁,言而无信,国泰民安,国计民生,生死与共,事与愿违,济世安邦	丰,百,感,交,集,功,成,名,就,腋,伟,正,取,义,成,仁,绩,言,而,无,信,裘,顺,于,国,计,民,生,泰,死,民,事,与,愿,违,济,世,安,邦,共	0,4,5,6,7,0,1,2,3,7,0,2,5,6,7,8,0,2,3,4,5,7,2,5,3,4,5,6,3,6,3,5,6,7,8,1,2,3,4,6	8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0	0,1,2,3,5,6,7,9,10,11,13,14,15,17,19,20,21,23,24,26,27,28,29,30,31,32,34,35,36,38	
169	6	5	14	4	攻城略地,攻其不备,坐言起行,坐拥书城,略高一筹,一五一十,别开生面,两面三刀,十拿九稳,十全十美,美中不足,网开一面,三六九等	攻,其,不,备,坐,拥,书,城,言,略,高,一,筹,起,地,五,行,一,别,两,十,全,十,美,网,开,一,面,拿,中,生,三,六,九,等,不,面,刀,稳,足	5,6,7,8,2,3,4,5,2,5,6,7,8,2,5,7,2,7,1,3,5,6,7,8,0,1,2,3,5,8,1,3,4,5,6,8,1,3,5,8	8,8,8,8,7,7,7,7,6,6,6,6,6,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0	0,1,2,4,6,7,8,9,10,12,13,15,17,18,19,20,21,22,24,25,26,28,29,30,31,32,34,35,37,38,39	
170	6	5	14	4	眉清目秀,秀外慧中,分内之事,精神百倍,外柔内刚,拾人牙慧,人心不古,事半功倍,半死不活,震耳欲聋,震古烁今,今生今世,悔不当初,古今中外	眉,清,目,秀,分,精,外,柔,内,刚,神,拾,人,牙,慧,之,百,心,中,事,半,功,倍,不,死,震,古,烁,今,悔,不,当,初,耳,生,活,欲,古,今,中,外,聋,世	0,1,2,3,5,8,3,4,5,6,8,0,1,2,3,5,8,1,3,5,6,7,8,1,6,0,1,2,3,5,6,7,8,0,3,6,0,2,3,4,5,0,3	8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,0,0	0,1,3,4,5,6,7,8,10,12,13,14,17,19,20,22,24,25,26,28,29,30,31,33,34,36,37,38,39	
171	6	5	14	4	寸草不生,不臣之心,柳暗花明,若明若暗,孔武有力,孔孟之道,暧昧不明,不打自招,量才录用,量力而为,为富不仁,移花接木,花枝招展,目不暇接	寸,草,不,生,柳,臣,若,明,若,暗,孔,孟,之,道,花,武,心,暧,昧,不,明,有,打,量,力,而,为,移,自,才,富,花,枝,招,展,录,目,不,暇,接,用,仁,木	1,2,3,4,8,3,5,6,7,8,1,2,3,4,8,1,3,5,6,7,8,1,7,0,1,2,3,5,7,0,3,5,6,7,8,0,2,3,4,5,0,3,5	8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0	0,1,2,4,6,8,9,10,12,13,16,17,19,20,21,22,23,24,26,27,28,30,31,32,34,35,36,38,39,41	
172	6	5	14	4	百般刁难,一马当先,艰苦奋斗,千方百计,千难万苦,奋勇当先,当头一棒,长风破浪,长命百岁,夹枪带棒,浪子回头	百,般,一,刁,艰,马,千,难,万,苦,当,方,奋,勇,当,先,长,命,百,岁,斗,头,风,计,一,破,夹,枪,带,棒,浪,子,回,头	3,3,8,3,5,8,2,3,4,5,8,2,5,6,7,8,0,1,2,3,5,7,0,2,7,0,4,5,6,7,0,1,2,3	8,7,7,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,1,1,1,1,1,0,0,0,0	1,2,3,5,6,7,9,11,12,14,15,16,17,18,20,21,25,27,28,29,30,32,33	
173	6	5	14	4	决一死战,泪眼汪汪,泪流满面,面授机宜,一板一眼,无机可乘,乘兴而来,有眼无珠,有生以来,以逸待劳,互通有无	决,泪,流,满,面,一,板,一,眼,授,死,汪,无,机,可,乘,战,汪,宜,兴,而,有,生,以,来,眼,逸,互,通,有,无,待,珠,劳	0,3,4,5,6,0,1,2,3,6,0,3,5,6,7,8,0,3,6,8,8,5,6,7,8,5,7,2,3,4,5,7,5,7	8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,4,3,3,3,3,2,2,1,1,1,1,1,0,0	0,1,2,4,6,7,8,9,10,11,12,13,15,19,22,23,24,25,26,27,29,30,31,32	
174	6	5	14	4	入不敷出,入情入理,理直气壮,半推半就,同气连枝,枝节横生,推陈出新,各取所需,各就各位,普度众生,度日如年,应付自如	入,情,入,理,不,直,半,敷,同,气,连,枝,推,陈,出,新,壮,节,半,横,各,就,各,位,普,度,众,生,取,日,所,应,付,自,如,需,年	3,4,5,6,3,6,1,3,5,6,7,8,1,2,3,4,6,8,1,8,0,1,2,3,5,6,7,8,0,6,0,3,4,5,6,0,6	8,8,8,8,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,0,0	1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,20,21,22,24,25,27,28,29,30,31,33,34	
175	6	5	14	4	说来话长,何去何从,慎始敬终,眉来眼去,别有用心,寸有所长,从一而终,一碧万顷,千疮百孔,千差万别,诸子百家	说,何,慎,眉,来,眼,去,始,别,话,何,敬,寸,有,所,长,从,一,而,终,用,碧,心,千,差,万,别,疮,顷,诸,子,百,家,孔	3,5,8,2,3,4,5,8,1,3,5,8,0,1,2,3,5,6,7,8,1,6,1,4,5,6,7,4,6,2,3,4,5,4	8,8,8,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,2,2,1,1,1,1,0	1,2,4,5,6,7,9,10,11,13,14,15,17,18,20,21,22,23,24,25,27,29,30,31	
176	6	5	14	4	设身处地,无法自拔,无家可归,现身说法,自求多福,多愁善感,冲口而出,百尺竿头,百感交集,羊落虎口,出人头地	设,无,家,可,归,现,身,说,法,处,自,求,多,福,地,拔,愁,善,冲,百,感,交,集,羊,落,虎,口,尺,而,竿,出,人,头,地	2,4,5,6,7,1,2,3,4,2,4,5,6,7,2,4,6,6,3,5,6,7,8,0,1,2,3,5,3,5,3,4,5,6	8,8,8,8,8,7,7,7,7,6,6,6,6,6,5,5,5,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0	0,1,2,3,6,7,8,9,10,11,12,16,17,18,19,21,22,23,24,26,27,30,31,32	
177	6	5	14	4	冰清玉洁,清风明月,春和景明,和衷共济,与世长辞,骚人墨客,无边无垠,无济于事,于心何忍,世道人心,何患无辞	冰,清,玉,洁,风,春,和,景,明,衷,月,共,与,骚,无,济,于,事,世,道,人,心,边,心,长,墨,无,何,患,无,辞,客,垠,忍	2,3,4,5,3,0,1,2,3,1,3,1,5,7,0,1,2,3,5,6,7,8,0,2,5,7,0,2,3,4,5,7,0,2	8,8,8,8,7,6,6,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,0,0	0,1,2,4,5,7,8,9,11,12,13,14,15,16,18,19,20,22,23,24,25,26,27,29	
178	6	5	14	4	劳而无功,无功受禄,立功赎罪,罪恶深重,功名利禄,利害得失,偃旗息鼓,重振旗鼓,迫不及待,迫不得已,晨钟暮鼓,待字闺中	劳,无,而,立,功,赎,罪,无,受,恶,功,名,利,禄,深,偃,害,重,振,旗,鼓,迫,不,得,已,息,不,失,晨,钟,暮,鼓,及,待,字,闺,中	0,3,0,2,3,4,5,0,3,5,0,1,2,3,5,7,2,5,6,7,8,0,1,2,3,7,0,2,4,5,6,7,0,0,1,2,3	8,8,7,7,7,7,7,6,6,6,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,1,0,0,0,0	0,1,2,3,5,6,7,8,9,11,12,13,14,15,16,18,19,20,21,22,24,25,27,28,29,32,33,34,35	
179	6	5	14	4	风口浪尖,波涛汹涌,口诛笔伐,狂涛巨浪,尖酸刻薄,刻苦耐劳,急如星火,急不可耐,灰飞烟灭,劳燕分飞,薪尽火传	风,波,口,诛,笔,伐,狂,涛,巨,浪,汹,尖,酸,刻,薄,涌,苦,急,不,可,耐,灰,如,劳,燕,分,飞,星,烟,薪,尽,火,传,灭	3,1,3,4,5,6,0,1,2,3,1,3,4,5,6,1,5,2,3,4,5,8,2,5,6,7,8,2,8,0,1,2,3,8	8,7,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0	0,1,3,5,6,8,9,10,11,12,14,15,16,18,19,20,21,22,23,24,25,27,28,29,30,31,33	
180	6	5	14	4	十有八九,有伤风化,风起云涌,云淡风轻,泥古不化,不可一世,茁壮成长,年深月久,年轻力壮,地久天长	十,有,八,九,伤,风,起,云,涌,泥,古,不,化,淡,可,风,茁,一,年,轻,力,壮,世,深,成,月,长,地,久,天,长	2,3,4,5,3,3,4,5,6,0,1,2,3,5,2,5,7,2,4,5,6,7,2,4,7,4,7,3,4,5,6	8,8,8,8,7,6,6,6,6,5,5,5,5,5,4,4,4,3,3,3,3,3,2,2,2,1,1,0,0,0,0	0,2,3,4,5,6,8,9,10,12,13,14,15,16,17,18,19,20,22,23,24,26,28,29	
181	6	6	15	4	树碑立传,混为一谈,不计其数,走为上计,金屋藏娇,金鸡独立,传为美谈,美人迟暮,娇小玲珑,小题大做,大恩大德	树,混,不,碑,走,为,上,计,金,鸡,独,立,一,其,屋,传,为,美,谈,数,藏,人,娇,小,玲,珑,迟,题,暮,大,恩,大,德,做	3,6,8,3,5,6,7,8,0,1,2,3,6,8,0,3,4,5,6,8,0,5,0,1,2,3,5,1,5,1,2,3,4,1	8,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,3,3,3,3,3,2,2,1,1,1,1,0	0,1,2,4,5,7,8,10,11,13,14,15,17,18,21,22,23,24,27,28,29,30,31	
182	6	6	15	4	事倍功半,另谋高就,谋财害命,害群之马,半推半就,推陈出新,老马识途,识文断字,劳燕分飞,新婚燕尔,灰飞烟灭	事,另,倍,谋,财,害,命,功,高,群,半,推,半,就,之,陈,老,马,识,途,出,劳,文,新,婚,燕,尔,断,分,字,灰,飞,烟,灭	0,3,0,3,4,5,6,0,3,5,0,1,2,3,5,1,4,5,6,7,1,3,6,1,2,3,4,6,3,6,2,3,4,5	8,8,7,7,7,7,7,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,2,2,2,2,2,1,1,0,0,0,0	0,1,4,5,6,7,8,9,10,12,13,14,15,16,18,19,20,21,22,23,24,26,27,28,31,32,33	
183	6	6	15	4	香草美人,香消玉殒,美玉无瑕,无以复加,骄兵必败,添砖加瓦,瓦釜雷鸣,一呼百应,一败涂地,百花齐放,山鸣谷应	香,消,玉,殒,草,美,玉,无,瑕,骄,人,以,兵,复,必,添,砖,加,瓦,一,败,涂,地,釜,呼,雷,百,花,齐,放,山,鸣,谷,应	0,1,2,3,0,0,1,2,3,6,0,2,6,2,6,0,1,2,3,5,6,7,8,3,5,3,5,6,7,8,2,3,4,5	8,8,8,8,7,6,6,6,6,6,5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0	0,1,2,4,5,6,7,11,12,13,14,15,16,18,20,21,22,23,24,25,26,27,28,30,32,33	
184	6	6	15	4	漫天要价,漫无止境,止戈为武,自讨苦吃,讨价还价,留有余地,沆瀣一气,好骑者堕,好吃懒做,做贼心虚,一席之地,平心静气	漫,无,止,境,天,戈,自,要,为,讨,价,还,价,武,留,苦,沆,有,好,吃,懒,做,瀣,余,骑,贼,一,席,之,地,者,平,心,静,气,堕,虚	4,5,6,7,4,6,1,4,6,1,2,3,4,6,8,1,5,8,0,1,2,3,5,8,0,3,5,6,7,8,0,2,3,4,5,0,3	8,8,8,8,7,7,6,6,6,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,0,0	0,1,2,4,5,6,7,8,9,10,11,14,15,16,17,18,20,21,22,23,24,25,26,27,28,30,31,32,33	
185	6	6	15	4	投鞭断流,苟延残喘,苟且偷生,生财有道,财运亨通,断垣残壁,师道尊严,严丝合缝,缺衣少食,天衣无缝,食指大动	投,苟,且,偷,生,鞭,延,财,运,亨,通,断,垣,残,壁,有,流,喘,师,道,尊,严,丝,缺,合,天,衣,无,缝,少,食,指,大,动	0,2,3,4,5,0,2,5,6,7,8,0,1,2,3,5,0,2,4,5,6,7,7,5,7,4,5,6,7,5,5,6,7,8	8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,4,3,3,2,2,2,2,1,0,0,0,0	0,1,2,3,5,6,7,8,9,11,12,13,15,18,19,20,22,23,24,25,26,27,29,31,32,33	
186	6	6	15	4	固若金汤,旧事重提,大智若愚,知命之年,清风朗月,清汤寡水,耳濡目染,耳提面命,朗朗上口,成年累月	固,旧,大,智,若,愚,事,金,重,知,清,汤,寡,水,耳,提,面,命,风,濡,之,朗,朗,上,口,目,成,年,累,月,染	6,1,4,5,6,7,1,6,1,3,5,6,7,8,0,1,2,3,5,0,3,5,6,7,8,0,2,3,4,5,0	8,7,7,7,7,7,6,6,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,1	0,1,2,3,4,8,9,10,11,13,14,15,17,18,19,21,22,23,25,26,27,28	
187	6	6	15	4	鸟尽弓藏,鸟枪换炮,惊弓之鸟,鸟语花香,一暴十寒,一瓣心香,心花怒放,谈虎色变,谈笑风生,怒形于色	鸟,枪,换,炮,尽,惊,弓,之,鸟,藏,语,花,一,瓣,心,香,谈,笑,风,生,暴,花,虎,十,怒,形,于,色,寒,放,变	1,2,3,4,1,0,1,2,3,1,3,3,0,1,2,3,5,6,7,8,0,2,5,0,2,3,4,5,0,2,5	8,8,8,8,7,6,6,6,6,5,5,4,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,0,0,0	0,1,2,4,6,7,8,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,30	
188	6	6	15	4	等闲视之,等米下锅,春意盎然,言简意深,不肖子孙,不虞之誉,理所当然,所见略同,子为父隐,隐隐约约,不约而同	等,米,下,锅,闲,春,视,言,简,意,深,不,虞,之,誉,盎,肖,理,所,当,然,子,为,父,隐,见,孙,隐,略,不,约,而,同,约	2,3,4,5,2,7,2,5,6,7,8,0,1,2,3,7,0,4,5,6,7,0,1,2,3,5,0,3,5,2,3,4,5,3	8,8,8,8,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,1,1,1,1,0	1,2,3,4,6,7,8,9,11,12,13,15,16,18,19,20,22,23,24,25,26,27,28,29,30,31	
189	6	6	15	4	息事宁人,谨言慎行,言听计从,事倍功半,半斤八两,斤斤计较,一刀两断,刀光血影,断章取义,处心积虑,呕心沥血,取精用宏	息,谨,言,慎,行,事,倍,功,半,听,宁,斤,斤,计,较,人,八,从,一,刀,两,断,处,光,章,呕,心,沥,血,取,精,用,宏,积,影,义,虑	1,5,6,7,8,1,2,3,4,6,1,4,5,6,7,1,4,6,2,3,4,5,1,3,5,0,1,2,3,5,6,7,8,1,3,5,1	8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,1,1,1,0	1,2,3,5,6,7,9,10,11,12,14,15,16,17,18,19,20,22,23,24,25,26,28,29,30,31,33,35	
190	6	6	15	4	自讨苦吃,自我陶醉,手胼足胝,喜出望外,缺吃少穿,穿针引线,足不出户,旁枝末节,旁征博引,节外生枝,缩衣节食	自,我,陶,醉,讨,手,苦,胼,喜,缺,吃,少,穿,足,不,出,户,针,胝,望,旁,征,博,引,节,外,生,枝,线,末,缩,衣,节,食	5,6,7,8,5,0,5,0,2,4,5,6,7,0,1,2,3,7,0,2,4,5,6,7,1,2,3,4,7,4,2,3,4,5	8,8,8,8,7,6,6,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,1,0,0,0,0	1,2,3,4,5,6,7,8,9,10,11,13,14,16,17,19,21,22,23,24,25,27,28,29,30,31,32	
